point_name,point_type,connection_level,irish_grid_easting_m,irish_grid_northing_m,latitude,longitude,max_export_capacity_mw,capacity_basis,time_series_actual_mw_public,semo_dispatch_join_candidate,coordinate_quality,source_date,source_url,jurisdiction,bus,associated_110kv_station,station_nc,wdt_groups,wdt_group_labels,group_source_url,notes
Kelwin,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.5801792,-9.3963977,37.05,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3461,Kilpaddogue,KILPADDOGE,"(9, 17, 40)",IE-W-2|IE-SW-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Boolinrudda,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.8288117,-9.2836999,45,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,23610,Slievacallan,SLIEVECALLAN,"(8, 9, 17, 40)",IE-W-1|IE-W-2|IE-SW-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Knockalassa,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.8288117,-9.2836999,27.5,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,23610,Slievacallan,SLIEVECALLAN,"(8, 9, 17, 40)",IE-W-1|IE-W-2|IE-SW-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Carrickallen,Wind farm,Associated 110 kV station per EirGrid controllability list,,,53.9987866,-7.2988808,22,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,4961,Shankill,SHANKILL,"(34, 40)",IE-NE-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Glantaunyalkeen,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.3305984,-9.4380864,10.2,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1511,Cloghboola,CLOGHBOOLA,"(9, 17, 25, 27, 28, 40)",IE-W-2|IE-SW-1|IE-SW-7|IE-SW-9|IE-SW-10|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Kilbranish,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.5323772,-6.5144397,2.5,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1841,Crane,CRANE,"(30, 33, 40)",IE-SE-1|IE-SE-4|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Knockalough,Wind farm,Associated 110 kV station per EirGrid controllability list,,,53.3058138,-9.2491169,35.2,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,2171,Knockranny,KNOCKALOUGH,"(8, 9, 10, 40)",IE-W-1|IE-W-2|IE-W-3|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Magheramore,Wind farm,Associated 110 kV station per EirGrid controllability list,,,53.8665266,-9.2692746,43.2,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,2281,Dalton,DALTON_A1,"(4, 8, 9, 13, 40)",IE-NW-4|IE-W-1|IE-W-2|IE-W-6|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Ballycumber,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.8151839,-6.1477320,19.2,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1121,Arklow,ARKLOW,"(30, 40)",IE-SE-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Carrowleagh ext,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.1053454,-8.9893244,2.7,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,4371,Glenree,GLENREE,"(3, 4, 5, 8, 9, 13, 15, 40)",IE-NW-3|IE-NW-4|IE-NW-5|IE-W-1|IE-W-2|IE-W-6|IE-W-8|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Killala,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.1918026,-9.2178772,20.4,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,5241,Tawnaghmore,TAWNAGHMORE,"(3, 4, 8, 9, 13, 14, 15, 40)",IE-NW-3|IE-NW-4|IE-W-1|IE-W-2|IE-W-6|IE-W-7|IE-W-8|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Oweninny 1,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.1205007,-9.5787377,92.8,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,14013,Srahnakilly,SRAHNAKILLY,"(4, 8, 9, 13, 14, 15, 40)",IE-NW-4|IE-W-1|IE-W-2|IE-W-6|IE-W-7|IE-W-8|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Cronalaght 2,Wind farm,Associated 110 kV station per EirGrid controllability list,,,55.0566404,-8.2688178,18,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1571,Ardnagappary,ARDNAGAPPARY,"(1, 3, 4, 5, 6, 9, 40)",IE-NW-1|IE-NW-3|IE-NW-4|IE-NW-5|IE-NW-6|IE-W-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Boolynagleragh,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.7756037,-9.2404830,40,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1251,Booltiagh,BOOLTIAGH,"(8, 9, 17, 40)",IE-W-1|IE-W-2|IE-SW-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Sorrell Island,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.7756037,-9.2404830,25.65,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1251,Booltiagh,BOOLTIAGH,"(8, 9, 17, 40)",IE-W-1|IE-W-2|IE-SW-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Lissycasey,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.7756037,-9.2404830,14.1,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1251,Booltiagh,BOOLTIAGH,"(8, 9, 17, 40)",IE-W-1|IE-W-2|IE-SW-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Raragh 2,Wind farm,Associated 110 kV station per EirGrid controllability list,,,53.8911239,-6.7310796,11.5,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3821,Meath Hill,MEATH HILL,"(40,)",IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Clogheravaddy 1,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.7189369,-8.2634291,10.8,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1341,Binbane,BINBANE,"(1, 3, 4, 5, 6, 9, 40)",IE-NW-1|IE-NW-3|IE-NW-4|IE-NW-5|IE-NW-6|IE-W-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Knockawarriga Extension,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.4245772,-9.4261150,7.5,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,5261,Trien,TRIEN,"(9, 17, 25, 27, 28, 40)",IE-W-2|IE-SW-1|IE-SW-7|IE-SW-9|IE-SW-10|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Derrynadivva Extension,Wind farm,Associated 110 kV station per EirGrid controllability list,,,53.8665266,-9.2692746,7.05,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1661,Castlebar,CASTLEBAR,"(4, 8, 9, 13, 40)",IE-NW-4|IE-W-1|IE-W-2|IE-W-6|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Cleanrath,Wind farm,Associated 110 kV station per EirGrid controllability list,,,51.8735614,-9.3145611,43.8,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,6201,Coomataggart,COOMATAGGART,"(9, 17, 23, 24, 26, 31, 40)",IE-W-2|IE-SW-1|IE-SW-5|IE-SW-6|IE-SW-8|IE-SE-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Derrysallagh,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.1504588,-8.1924874,32,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,2671,Garvagh,GARVAGH,"(3, 4, 5, 7, 8, 9, 40)",IE-NW-3|IE-NW-4|IE-NW-5|IE-NW-7|IE-W-1|IE-W-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Grousemount,Wind farm,Associated 110 kV station per EirGrid controllability list,,,51.8735614,-9.3145611,122,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,6201,Coomataggart,COOMATAGGART,"(9, 17, 23, 24, 26, 31, 40)",IE-W-2|IE-SW-1|IE-SW-5|IE-SW-6|IE-SW-8|IE-SE-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Beenanaspuck and Tobertoreen,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.4375500,-9.3004089,23.1,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,11310,Tobertoreen,TOBERTOREEN,"(9, 17, 25, 40)",IE-W-2|IE-SW-1|IE-SW-7|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Bunnyconnellan,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.1053454,-8.9893244,27.6,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,4371,Glenree,GLENREE,"(3, 4, 5, 8, 9, 13, 15, 40)",IE-NW-3|IE-NW-4|IE-NW-5|IE-W-1|IE-W-2|IE-W-6|IE-W-8|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Cahermurphy,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.7756037,-9.2404830,7.05,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1251,Booltiagh,BOOLTIAGH,"(8, 9, 17, 40)",IE-W-1|IE-W-2|IE-SW-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Black Lough,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.1053454,-8.9893244,14.1,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,4371,Glenree,GLENREE,"(3, 4, 5, 8, 9, 13, 15, 40)",IE-NW-3|IE-NW-4|IE-NW-5|IE-W-1|IE-W-2|IE-W-6|IE-W-8|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Mauricetown,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.2053487,-9.0238080,14.1,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,2881,Glenlara,GLENLARA,"(9, 19, 20, 21, 40)",IE-W-2|IE-SW-3A|IE-SW-3B|IE-SW-3C|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Esk,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.0384891,-8.9086408,23.2,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1551,Boggeragh,BOGGERAGH,"(9, 17, 23, 26, 31, 40)",IE-W-2|IE-SW-1|IE-SW-5|IE-SW-8|IE-SE-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Carrigdangan,Wind farm,Associated 110 kV station per EirGrid controllability list,,,51.8043751,-9.1207652,54.3,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3891,Carrigdangan,CARRIGDANGAN,"(9, 17, 23, 26, 31, 40)",IE-W-2|IE-SW-1|IE-SW-5|IE-SW-8|IE-SE-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Sorrell Island Ext.,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.7756037,-9.2404830,8.55,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1251,Booltiagh,BOOLTIAGH,"(8, 9, 17, 40)",IE-W-1|IE-W-2|IE-SW-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Clogheravaddy 2,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.7189369,-8.2634291,10.8,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1341,Binbane,BINBANE,"(1, 3, 4, 5, 6, 9, 40)",IE-NW-1|IE-NW-3|IE-NW-4|IE-NW-5|IE-NW-6|IE-W-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Taghart,Wind farm,Associated 110 kV station per EirGrid controllability list,,,53.8911239,-6.7310796,23.06,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3821,Meath Hill,MEATH HILL,"(40,)",IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Cloncreen,Wind farm,Associated 110 kV station per EirGrid controllability list,,,53.2901576,-7.0927030,75.6,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1671,Kilcumber,KILCUMBER,"(32, 40)",IE-SE-3|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Cloghan,Wind farm,Associated 110 kV station per EirGrid controllability list,,,53.2271141,-7.7961871,37.8,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3571,Derrycarney,DERRYCARNEY,"(40,)",IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Lisheen 3,Wind farm,Associated 110 kV station per EirGrid controllability list,,,52.7513555,-7.6819128,28.8,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3621,Lisheen,LISHEEN,"(8, 9, 12, 16, 29, 31, 40)",IE-W-1|IE-W-2|IE-W-5|IE-W-9|IE-SW-11|IE-SE-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Millvale North,Solar farm,Associated 110 kV station per EirGrid controllability list,,,52.9909581,-6.0958665,8,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1301,Ballybeg,BALLYBEG,"(40,)",IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Oweninny 2,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.1205007,-9.5787377,99.51,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,14013,Srahnakilly,SRAHNAKILLY,"(4, 8, 9, 13, 14, 15, 40)",IE-NW-4|IE-W-1|IE-W-2|IE-W-6|IE-W-7|IE-W-8|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Rosspile,Solar farm,Associated 110 kV station per EirGrid controllability list,,,52.3018955,-6.7423279,112,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,5451,Rosspile,ROSSPILE,"(30, 40)",IE-SE-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Gillinstown,Solar farm,Associated 110 kV station per EirGrid controllability list,,,53.6572305,-6.4586834,112,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,2691,Garballagh,GARBALLAGH,"(35, 40)",IE-NE-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
